iter	Logloss
224	0.3105868041
225	0.3098284801
226	0.3089818017
227	0.3084217643
228	0.307906937
229	0.307182976
230	0.3064151133
231	0.3055196647
232	0.3049246563
233	0.3042826868
234	0.3033863661
235	0.3026879038
236	0.3021092201
237	0.3014256558
238	0.3005233598
239	0.2998647067
240	0.2991984062
241	0.2985762741
242	0.2980038404
243	0.2974498341
244	0.2968375665
245	0.2962705733
246	0.2958626464
247	0.2954013096
248	0.2949971115
249	0.2943883097
250	0.2939120075
251	0.2935860016
252	0.2929926901
253	0.2924014886
254	0.2917432972
255	0.2911725017
256	0.2904305159
257	0.2897194289
258	0.2893202374
259	0.2887868154
260	0.2882533575
261	0.2876697593
262	0.2870461051
263	0.2864822244
264	0.2860629641
265	0.2855558569
266	0.2850997644
267	0.2845288834
268	0.2839376732
269	0.2832667453
270	0.2824024992
271	0.2817730045
272	0.2811196413
273	0.2805522022
274	0.2802027869
275	0.2797971853
276	0.2795630119
277	0.2791925824
278	0.2784486393
279	0.2780791051
280	0.2774520773
281	0.2767537423
282	0.2766885012
283	0.276190466
284	0.2757906578
285	0.2752620634
286	0.2745867926
287	0.2741252415
288	0.2737402616
289	0.2731594457
290	0.2726546424
291	0.2721795522
292	0.2718284235
293	0.2711862116
294	0.2705627322
295	0.2700477552
296	0.2695866889
297	0.2694356814
298	0.2692043249
299	0.2687372973
300	0.2682150522
301	0.2673715962
302	0.266987821
303	0.2664956434
304	0.2660459361
305	0.2657024354
306	0.2654759499
307	0.2651354411
308	0.2647880999
309	0.2644362445
310	0.2642148192
311	0.2634594857
312	0.2631433853
313	0.2627418798
314	0.2626367366
315	0.2622741877
316	0.2615541245
317	0.2609859653
318	0.2603747792
319	0.2601207455
320	0.2594754794
321	0.2589301854
322	0.2585262457
323	0.2582132781
324	0.2577548776
325	0.2571742336
326	0.2568462224
327	0.2562264652
328	0.255812971
329	0.2552632091
330	0.2549166748
331	0.2542495864
332	0.2539417918
333	0.2537897349
334	0.2533704249
335	0.2528533954
336	0.2524831627
337	0.2519581621
338	0.2516741377
339	0.2514293733
340	0.2508998645
341	0.2504720792
342	0.2500123849
343	0.2496649837
344	0.2492791881
345	0.2488655341
346	0.2486435718
347	0.248250103
348	0.2478639253
349	0.2474731207
350	0.2471462038
351	0.2467564089
352	0.2464579277
353	0.2456587494
354	0.2452938605
355	0.244835721
356	0.2441810739
357	0.2437107873
358	0.2433481904
359	0.242959425
360	0.2426999542
361	0.2423108873
362	0.2419677519
363	0.2418690114
364	0.2413551398
365	0.2409795901
366	0.2404259753
367	0.2400997998
368	0.2398029802
369	0.2395850519
370	0.2391555794
371	0.2388494719
372	0.2384391631
373	0.2382029905
374	0.237923081
375	0.2376201309
376	0.2370615975
377	0.2367762092
378	0.2365647118
379	0.2361572592
380	0.2358088668
381	0.235663398
382	0.235319944
383	0.2348730225
384	0.2344733423
385	0.2341669579
386	0.2337526993
387	0.2331982704
388	0.2329143328
389	0.2325121065
390	0.2321647298
391	0.231890451
392	0.2316220609
393	0.2311326828
394	0.2306254512
395	0.2302188868
396	0.2297629259
397	0.2295838238
398	0.2292249568
399	0.2289169329
400	0.2284836148
401	0.2283042203
402	0.2282741731
403	0.2280257182
404	0.2276567878
405	0.2273838497
406	0.2270822356
407	0.2268409059
408	0.2267566347
409	0.2264334797
410	0.2260157071
411	0.2256847451
412	0.2252846394
413	0.2248526949
414	0.2244526215
415	0.2240981968
416	0.2239039083
417	0.2237697217
418	0.2236025145
419	0.2231945776
420	0.2229218137
421	0.2225926001
422	0.2222592651
423	0.2217961346
424	0.2214366774
425	0.2209990921
426	0.2204852463
427	0.2201808159
428	0.2199696825
429	0.2197608122
430	0.2195665936
431	0.2193339244
432	0.218994372
433	0.2186692719
434	0.2182947837
435	0.2180457172
436	0.217862497
437	0.217547175
438	0.2171903263
439	0.2170678127
440	0.2167032104
441	0.2165009574
442	0.2162649229
443	0.2159215932
444	0.2154919319
445	0.2151506149
446	0.2148382756
447	0.2144734164
448	0.2140480618
449	0.2137734778
450	0.2136326583
451	0.2133423514
452	0.2131320126
453	0.2129017296
454	0.2124036597
455	0.2121748123
456	0.2119705809
457	0.2116518195
458	0.2114244158
459	0.211122508
460	0.2108252694
461	0.2107328742
462	0.2104559607
463	0.2102291486
464	0.2099974555
465	0.2099400859
466	0.2096318982
467	0.2091535057
468	0.2087007168
469	0.2082958384
470	0.2077543081
471	0.2073059417
472	0.206987792
473	0.2067767616
474	0.2063186011
475	0.2059228873
476	0.2054631097
477	0.2052468944
478	0.2048320024
479	0.204549425
480	0.204414699
481	0.2041403794
482	0.2039503465
483	0.2037761654
484	0.2035883883
485	0.2030821597
486	0.2027600848
487	0.2024459291
488	0.2021053407
489	0.2019335154
490	0.2015207106
491	0.2012657128
492	0.2010347959
493	0.2008333897
494	0.200566544
495	0.2004096742
496	0.2002427163
497	0.1998654097
498	0.1996423152
499	0.199427586
500	0.1991111234
501	0.1990871479
502	0.1986669837
503	0.1982802689
504	0.1979862546
505	0.1977358596
506	0.1973216377
507	0.1971879808
508	0.1968620335
509	0.1965734879
510	0.1963754165
511	0.1961577913
512	0.1957530701
513	0.1955257708
514	0.1953228953
515	0.1949898661
516	0.194801849
517	0.1945973363
518	0.1943147234
519	0.1941709977
520	0.1939368849
521	0.1935825375
522	0.1933197548
523	0.1930140377
524	0.1927907924
525	0.192487145
526	0.1922148636
527	0.1918760128
528	0.1915595054
529	0.1914496637
530	0.1912877097
531	0.1910322656
532	0.1908685221
533	0.1907354089
534	0.1905209057
535	0.1902935706
536	0.1899415229
537	0.1897643659
538	0.1895250594
539	0.1893845786
540	0.1891394745
541	0.1889289932
542	0.1886756489
543	0.1885449389
544	0.1883773843
545	0.1880832045
546	0.1878458405
547	0.1876764511
548	0.1873653467
549	0.1871859857
550	0.1867715639
551	0.1865664884
552	0.1863559147
553	0.186091253
554	0.1859480359
555	0.1856514424
556	0.1855285407
557	0.1852561968
558	0.1850006519
559	0.1848387281
560	0.1846881693
561	0.1843632108
562	0.1841413093
563	0.1839510597
564	0.1836333071
565	0.1833175655
566	0.1830952869
567	0.1830028809
568	0.1827638868
569	0.1824387162
570	0.1822625031
571	0.1820306845
572	0.1816228972
573	0.1814655002
574	0.1812214416
575	0.1809696715
576	0.1807629492
577	0.1805187265
578	0.1803388631
579	0.1801218181
580	0.179747573
581	0.1793858587
582	0.1790594017
583	0.1790383606
584	0.1787840974
585	0.1786168254
586	0.1784115832
587	0.178267528
588	0.1779689647
589	0.1777770868
590	0.177633502
591	0.177449522
592	0.1772844524
593	0.1770557182
594	0.1768342158
595	0.1763931453
596	0.1762818654
597	0.1759196227
598	0.1757300512
599	0.1755920454
600	0.1751402198
601	0.1747961071
602	0.1746474588
603	0.1744198101
604	0.174322107
605	0.174208721
606	0.1738512949
607	0.1734842189
608	0.1731830031
609	0.1729841178
610	0.1727884687
611	0.1725174177
612	0.1722479451
613	0.1721555862
614	0.1719231541
615	0.1717845116
616	0.1715789427
617	0.1713679585
618	0.1711774788
619	0.1709621331
620	0.1707984629
621	0.17071636
622	0.1703677855
623	0.1702292334
624	0.1699235345
625	0.1697397702
626	0.1696049901
627	0.1693394447
628	0.1691396833
629	0.1689308168
630	0.1688332556
631	0.1686809459
632	0.1685229795
633	0.1683171519
634	0.1681613653
635	0.1678956754
636	0.1677192102
637	0.1675595668
638	0.1673341925
639	0.166969667
640	0.1667658512
641	0.1665504593
642	0.1663496048
643	0.1661091655
644	0.1659269835
645	0.1656579219
646	0.1653438699
647	0.1651265458
648	0.1650818949
649	0.1649247402
650	0.1646840385
651	0.1643985645
652	0.1641300274
653	0.1638268149
654	0.1635930335
655	0.1632855317
656	0.163113738
657	0.162913564
658	0.1627300308
659	0.1625061673
660	0.1624247343
661	0.1622190895
662	0.161994022
663	0.1619494873
664	0.1615975424
665	0.1613698878
666	0.1611875631
667	0.1610906756
668	0.1608658241
669	0.1607077237
670	0.1605530493
671	0.1603470042
672	0.1600586502
673	0.1599080021
674	0.1596496216
675	0.1595353631
676	0.1594218735
677	0.1592735295
678	0.1589598077
679	0.1587415957
680	0.1585325001
681	0.1583799088
682	0.1582533595
683	0.1581397253
684	0.158006193
685	0.1578114559
686	0.1575267826
687	0.157268151
688	0.1570399435
689	0.1568884177
690	0.1567804448
691	0.1566135383
692	0.1563120874
693	0.1560411023
694	0.1559116612
695	0.1557760612
696	0.1556162918
697	0.1553589627
698	0.1552329509
699	0.1549462034
700	0.154607351
701	0.1543875781
702	0.1541960833
703	0.1539583161
704	0.1539487677
705	0.1537840392
706	0.1535232882
707	0.1532612492
708	0.1531453468
709	0.1529412927
710	0.1527303877
711	0.1526331213
712	0.1524360991
713	0.1522874618
714	0.1520667431
715	0.1518891714
716	0.1517851776
717	0.1515872145
718	0.151495816
719	0.1513612491
720	0.1510486207
721	0.1507607345
722	0.1506000946
723	0.1504447386
724	0.1502999272
725	0.1501975346
726	0.1500783677
727	0.1498894367
728	0.1496332489
729	0.1494364174
730	0.149298042
731	0.1492275262
732	0.148998558
733	0.148810793
734	0.1486333725
735	0.148561739
736	0.1483099554
737	0.1481736522
738	0.1479437283
739	0.1477605237
740	0.1476406261
741	0.1474092893
742	0.1471611528
743	0.1470040475
744	0.1468176655
745	0.1467507087
746	0.1466161504
747	0.1464599829
748	0.1463274981
749	0.1461487987
750	0.1460437956
751	0.1459008503
752	0.1457474132
753	0.1455576857
754	0.1454371544
755	0.145279987
756	0.1451923435
757	0.1449903423
758	0.1449148114
759	0.1447653535
760	0.1446539487
761	0.1444921885
762	0.1442879618
763	0.1440710029
764	0.1439032839
765	0.1437250046
766	0.1435205978
767	0.1432886296
768	0.1431985482
769	0.1430388725
770	0.1429131481
771	0.1427955735
772	0.1425438189
773	0.1423697917
774	0.1422155466
775	0.1420457577
776	0.1417964857
777	0.1416512969
778	0.1413744649
779	0.1412148553
780	0.1411448404
781	0.1410240088
782	0.1406676318
783	0.1405262693
784	0.1403120477
785	0.1401533864
786	0.1399652608
787	0.1398896999
788	0.1396968715
789	0.1395284025
790	0.1393793322
791	0.1391290985
792	0.1389089049
793	0.1387753573
794	0.1386068286
795	0.1384973543
796	0.138380953
797	0.1382117513
798	0.1379990985
799	0.1379112267
800	0.1376977396
801	0.1376166687
802	0.1374936194
803	0.1373343988
804	0.1371296825
805	0.1369715795
806	0.1367869687
807	0.136724297
808	0.1365301038
809	0.1363461284
810	0.1360751739
811	0.1359440585
812	0.1358837207
813	0.1356776272
814	0.1354078612
815	0.1352132563
816	0.1350808731
817	0.135044235
818	0.1348643694
819	0.1346944419
820	0.134582509
821	0.1343212387
822	0.1341371317
823	0.1340919117
824	0.1339652067
825	0.1337838958
826	0.1335784497
827	0.1333491631
828	0.1332750959
829	0.1330799526
830	0.1330049156
831	0.132920054
832	0.1327966862
833	0.1326334102
834	0.132415872
835	0.132219522
836	0.1320984868
837	0.1319664808
838	0.1318130276
839	0.1315919974
840	0.1313781511
841	0.1312009117
842	0.1310844983
843	0.1308379629
844	0.1307140924
845	0.1304466636
846	0.1303625618
847	0.1301884469
848	0.1300379065
849	0.1298424191
850	0.1297603579
851	0.1295943926
852	0.1293933485
853	0.129316324
854	0.1291220354
855	0.129016185
856	0.1288288107
857	0.1286336075
858	0.12839976
859	0.1283341554
860	0.1281679606
861	0.1280551568
862	0.1278722136
863	0.1277079633
864	0.1275440906
865	0.1273683685
866	0.1271857682
867	0.1269353568
868	0.1268070346
869	0.1266245881
870	0.1264485672
871	0.1262886735
872	0.1262334001
873	0.1260271293
874	0.1259132399
875	0.1257856163
876	0.1256050032
877	0.1254771509
878	0.1253847662
879	0.1252116225
880	0.1250755903
881	0.1248906391
882	0.1247112749
883	0.1245943855
884	0.1244657714
885	0.1243364629
886	0.1241751942
887	0.1240929389
888	0.1240127911
889	0.1239703294
890	0.1238664841
891	0.1237201287
892	0.1235676004
893	0.1233111233
894	0.1232230557
895	0.1230547666
896	0.1229773081
897	0.1228791749
898	0.1227139511
899	0.1226203261
900	0.1224387508
901	0.1223373696
902	0.1222239262
903	0.122113198
904	0.1220512615
905	0.1219494852
906	0.1218502609
907	0.1217833591
908	0.1216149986
909	0.1214061241
910	0.1212256233
911	0.1210444776
912	0.1208986284
913	0.1207514852
914	0.1205568482
915	0.120383462
916	0.1202699932
917	0.1201347882
918	0.1199216794
919	0.1198267368
920	0.1196821854
921	0.1195520886
922	0.1194602328
923	0.119256772
924	0.1190130618
925	0.1189123856
926	0.1187554294
927	0.1186421466
928	0.1185882587
929	0.1184999001
930	0.1183811802
931	0.1182126157
932	0.1180708886
933	0.11795729
934	0.117692237
935	0.1175772114
936	0.1175052523
937	0.1174051728
938	0.1172977611
939	0.1170901993
940	0.1170090031
941	0.1168081368
942	0.1167501041
943	0.1165518131
944	0.1163682416
945	0.1162967964
946	0.1161832989
947	0.1160236277
948	0.1158239337
949	0.1157536798
950	0.1156856093
951	0.1155825592
952	0.1154751006
953	0.1153421513
954	0.1152393623
955	0.1150926523
956	0.1148703639
957	0.114691215
958	0.1144764777
959	0.1143588166
960	0.1142069757
961	0.114121317
962	0.114049161
963	0.1139194118
964	0.1137606379
965	0.1136660629
966	0.113414993
967	0.1132733996
968	0.1131122982
969	0.1129579304
970	0.1128788177
971	0.1127785516
972	0.1126399484
973	0.1124269383
974	0.1123252651
975	0.1122117335
976	0.1120804275
977	0.111943956
978	0.1118707581
979	0.1117657642
980	0.1117008217
981	0.111610251
982	0.1115268303
983	0.111341969
984	0.111238619
985	0.1109993609
986	0.1109424262
987	0.1108848284
988	0.1108244999
989	0.110709563
990	0.1105052301
991	0.1104059415
992	0.1103208402
993	0.1101981297
994	0.110088691
995	0.1099176901
996	0.109839187
997	0.1096462826
998	0.1095790723
999	0.1094701472
